customerid,date,Days_Since_Last_Purchase,total_spend,Average_Transaction_Value,Total_Transactions,Total_Products_Purchased,Unique_Products_Purchased,Average_Days_Between_Purchases,Favorite_Shopping_Day,Favorite_Shopping_Hour,is_uk,Monthly_Spending_Mean,Monthly_Spending_Std,Spending_Trend
14966.0,2011-11-25,14,183.02,5.08388888888889,1,179,35,0.0,4,12,1,183.02,0.0,0.0
14967.0,2011-10-21,49,463.8,77.3,1,140,6,0.0,4,11,1,463.8,0.0,0.0
14968.0,2011-11-09,30,147.59,3.988918918918919,1,127,37,0.0,2,13,1,147.59,0.0,0.0
14970.0,2011-10-02,68,1592.06,46.825294117647054,4,250,24,7.484848484848484,6,13,1,398.015,70.77673275872517,29.718
14971.0,2011-11-04,35,1097.98,7.083741935483871,3,639,144,0.05194805194805195,3,13,1,548.99,81.48698546393774,-115.24000000000001
14972.0,2011-08-03,128,114.77,6.376111111111111,1,28,18,0.0,2,14,1,114.77,0.0,0.0
14973.0,2011-08-24,107,1314.45,41.0765625,3,369,29,3.774193548387097,3,15,1,438.15000000000003,189.38073582072704,-175.82
14974.0,2011-11-02,37,89.94,5.290588235294117,1,37,17,0.0,2,13,1,89.94,0.0,0.0
14975.0,2011-10-13,57,279.94,25.44909090909091,1,380,11,0.0,3,14,1,279.94,0.0,0.0
14976.0,2011-10-13,57,749.86,10.561408450704226,7,228,45,3.8285714285714287,3,16,1,149.972,42.044354793479705,11.203000000000003
14978.0,2011-09-28,72,1921.37,8.97836448598131,5,523,136,1.2018779342723005,2,12,1,480.34250000000003,136.7674223819401,-91.83300000000001
14981.0,2011-04-07,246,102.12,12.765,1,97,8,0.0,3,13,1,102.12,0.0,0.0
14984.0,2011-11-20,19,202.37,5.188974358974359,2,58,37,4.2368421052631575,6,14,1,101.185,1.4778531726798867,-2.0900000000000034
14985.0,2011-05-25,198,292.01,3.5181927710843373,2,256,78,1.9390243902439024,3,19,1,146.005,37.10189280885816,52.47000000000001
14987.0,2011-11-24,15,326.4,81.6,2,128,2,116.33333333333333,3,9,1,163.2,0.0,0.0
14988.0,2011-05-12,211,334.54,8.3635,1,141,40,0.0,3,12,1,334.54,0.0,0.0
14995.0,2011-11-01,38,231.98,3.866333333333334,2,102,53,4.084745762711864,4,13,1,115.99000000000001,4.695189027078681,-6.640000000000001
14997.0,2011-10-24,46,540.98,20.036296296296296,4,1102,25,5.0,0,13,1,180.32666666666663,88.25703446940267,-23.990000000000002
14998.0,2011-06-22,170,414.87,5.606351351351352,2,258,70,0.9726027397260274,1,16,1,207.435,33.65121171666779,47.59
15000.0,2011-10-23,47,490.52,6.37038961038961,1,218,76,0.0,6,11,1,490.52,0.0,0.0
15002.0,2011-08-16,115,1641.76,14.27617391304348,4,862,93,2.192982456140351,1,10,1,410.44,184.8095421418133,-41.949999999999974
15004.0,2011-07-15,147,1220.38,7.9763398692810465,1,622,153,0.0,4,14,1,1220.38,0.0,0.0
15006.0,2011-10-19,51,475.43,3.629236641221374,1,285,120,0.0,2,15,1,475.43,0.0,0.0
15007.0,2011-07-03,159,156.91,13.075833333333334,1,69,12,0.0,6,16,1,156.91,0.0,0.0
15009.0,2011-11-27,12,1259.43,6.996833333333334,3,639,148,0.0670391061452514,6,17,1,1259.43,0.0,0.0
15010.0,2011-11-04,35,308.94,15.447,1,184,20,0.0,4,12,1,308.94,0.0,0.0
15012.0,2011-10-17,53,405.04,3.3200000000000003,2,225,110,2.6363636363636362,0,12,1,202.51999999999998,19.74242133072841,27.919999999999987
15014.0,2011-10-27,43,257.67,7.808181818181819,2,149,29,4.15625,3,20,1,128.83499999999998,15.704841610153236,22.210000000000008
15016.0,2011-06-20,172,170.04,8.501999999999999,1,76,20,0.0,0,12,1,170.04,0.0,0.0
15017.0,2011-11-06,33,125.58,6.279,1,63,20,0.0,6,10,1,125.58,0.0,0.0
15018.0,2011-11-01,38,456.26,14.258125,4,188,30,10.580645161290322,1,12,1,152.08666666666667,47.93973543245033,46.81
15019.0,2011-03-18,266,252.81,3.8304545454545456,1,150,64,0.0,4,12,1,252.81,0.0,0.0
15021.0,2011-12-01,8,1829.23,4.055942350332594,13,801,287,0.7844444444444445,2,12,1,228.65375,44.07786258024382,7.4101190476190455
15022.0,2011-11-28,11,852.39,7.044545454545454,4,527,96,0.2833333333333333,6,12,1,426.195,153.1805420084418,216.63
15023.0,2011-12-06,3,6661.91,12.068677536231885,12,2810,346,0.6569872958257713,3,13,1,740.2122222222222,191.56922970415795,32.22633333333332
15024.0,2011-11-30,9,1636.43,10.765986842105264,10,902,105,2.3509933774834435,1,12,1,327.286,196.29378449151164,21.770000000000007
15025.0,2011-11-06,33,361.96,5.402388059701492,1,184,66,0.0,6,15,1,361.96,0.0,0.0
15026.0,2011-09-20,80,464.2,7.736666666666666,3,225,56,3.3220338983050848,1,13,1,154.73333333333332,68.44546539642589,62.22
15027.0,2011-11-09,30,1051.95,28.43108108108108,6,563,30,5.694444444444445,4,14,1,262.9875,109.4865740247025,-68.68299999999999
15028.0,2011-12-01,8,627.13,13.065208333333333,4,459,35,7.638297872340425,4,11,1,209.04333333333332,107.74905305074996,-35.635
15030.0,2011-09-29,71,518.28,74.03999999999999,2,372,7,32.666666666666664,3,10,1,259.14,150.44403876524984,212.76
15031.0,2011-12-05,4,653.19,5.93809090909091,4,400,74,2.541284403669725,2,14,1,163.2975,49.870917627410854,14.910999999999998
15033.0,2011-12-05,4,2538.23,5.046182902584493,11,1667,314,0.6354581673306773,0,13,1,317.27875,157.71465757024612,-22.038928571428567
15034.0,2011-11-24,15,4243.21,10.715176767676768,11,2402,299,0.8481012658227848,4,12,1,707.2016666666667,292.6053649143615,49.947142857142865
15035.0,2011-09-11,89,252.73,9.36037037037037,1,245,26,0.0,6,11,1,252.73000000000002,0.0,0.0
15036.0,2011-09-28,72,429.56,3.609747899159664,3,316,107,0.9067796610169492,2,15,1,214.78,3.2385490578343763,4.579999999999984
15038.0,2011-10-27,43,645.84,5.045625,7,182,105,2.5511811023622046,6,11,1,129.168,22.488985526252627,1.701000000000005
15041.0,2011-06-22,170,179.93,2.726212121212121,1,103,66,0.0,2,16,1,179.93,0.0,0.0
15042.0,2011-05-24,199,135.93,27.186,1,30,5,0.0,1,16,1,135.93,0.0,0.0
15043.0,2011-11-08,31,537.0,179.0,1,300,3,0.0,1,14,1,537.0,0.0,0.0
15044.0,2011-11-20,19,7563.88,16.73424778761062,22,2776,233,0.7427937915742794,6,13,1,687.6254545454545,560.6422359466621,-33.50272727272728
15045.0,2011-07-11,151,633.66,48.74307692307692,3,106,11,8.75,0,11,1,211.22,272.07355843594945,-21.069999999999993
15046.0,2011-11-30,9,4921.71,24.486119402985075,16,3227,146,1.61,2,15,1,546.8566666666667,253.2946126055586,-5.029333333333329
15047.0,2011-03-15,269,343.62,15.61909090909091,1,222,22,0.0,1,10,1,343.62,0.0,0.0
15048.0,2011-10-05,65,377.52,3.973894736842105,5,180,86,3.202127659574468,0,11,1,94.38,44.39912836982276,-20.934
15049.0,2011-03-11,273,121.17000000000002,40.39000000000001,1,63,3,0.0,4,12,1,121.17000000000002,0.0,0.0
15050.0,2011-11-14,25,1682.77,21.57397435897436,5,1176,68,0.5974025974025974,3,13,1,841.385,597.1870320510988,-844.5500000000001
15051.0,2011-11-16,23,1383.36,9.741971830985916,3,1010,130,0.8936170212765957,4,14,1,461.11999999999995,267.0767777250579,-66.03
15052.0,2011-01-24,319,207.73,7.418928571428572,1,79,27,0.0,0,15,1,207.73000000000002,0.0,0.0
15053.0,2011-12-05,4,693.95,10.057246376811596,3,984,49,4.0588235294117645,0,12,1,231.3166666666667,21.643089736295344,-3.6500000000000057
15054.0,2011-11-27,12,302.1,2.6500000000000004,2,198,105,0.24778761061946902,6,14,1,151.05,24.564889578420658,-34.73999999999998
15057.0,2011-03-09,275,1489.5,59.58,2,668,25,1.6666666666666667,4,9,1,744.75,546.239988466608,-772.5
15058.0,2011-11-14,25,2102.54,7.904285714285714,11,1054,199,1.0716981132075472,0,13,1,262.8175,92.24946685869944,13.476666666666663
15059.0,2011-10-30,40,1325.82,5.547364016736402,11,602,161,1.2142857142857142,6,11,1,220.97000000000003,66.58326726738484,27.774857142857147
15060.0,2011-12-01,8,293.0,2.5701754385964914,4,256,80,0.0,2,14,1,146.5,183.6921996166413,-259.78
15062.0,2011-09-29,71,987.86,17.330877192982456,4,763,47,5.107142857142857,4,10,1,246.965,77.60147657529892,-0.46200000000000613
15063.0,2011-05-10,213,370.8,74.16,1,56,5,0.0,1,13,1,370.79999999999995,0.0,0.0
15065.0,2011-11-02,37,3135.98,19.847974683544304,6,1355,148,1.5987261146496816,1,11,1,627.196,554.8592435293838,52.59400000000003
15066.0,2011-11-08,31,760.59,14.350754716981132,2,279,42,0.40384615384615385,0,13,1,380.295,725.9087504982979,-1026.5900000000001
15067.0,2011-09-22,78,1744.76,21.27756097560976,3,954,82,2.5185185185185186,3,13,1,872.38,34.40781597253746,48.66000000000008
15068.0,2011-10-24,46,553.36,5.320769230769231,2,364,96,2.0388349514563107,0,14,1,276.67999999999995,51.92992201034007,73.44
15069.0,2011-06-13,179,1109.53,15.850428571428573,1,520,70,0.0,0,14,1,1109.53,0.0,0.0
15070.0,2010-12-02,372,106.2,106.2,1,36,1,,3,11,1,106.2,0.0,0.0
15071.0,2011-09-07,93,982.07,37.77192307692308,2,269,25,7.28,2,11,1,491.0350000000001,138.07674116229717,-195.27000000000004
15073.0,2011-11-30,9,612.43,8.05828947368421,4,277,31,2.3333333333333335,0,12,1,306.21500000000003,176.44435510947923,-249.53000000000003
15074.0,2011-08-26,105,735.67,17.943170731707315,1,431,41,0.0,4,14,1,735.67,0.0,0.0
15075.0,2011-09-23,77,773.03,28.63074074074074,1,447,27,0.0,4,12,1,773.03,0.0,0.0
15076.0,2011-06-20,172,880.85,17.976530612244897,1,571,49,0.0,0,8,1,880.85,0.0,0.0
15079.0,2011-05-11,212,893.66,18.617916666666662,5,388,47,3.234042553191489,4,13,1,223.41500000000002,186.79782038342952,36.402
15081.0,2011-11-17,22,487.35,13.924285714285714,6,188,26,10.058823529411764,2,13,1,97.47,16.852395972086583,-8.495000000000001
15083.0,2011-03-28,256,88.2,17.64,1,38,5,0.0,0,12,1,88.2,0.0,0.0
15087.0,2011-03-03,281,306.94,20.462666666666667,1,470,15,0.0,3,10,1,306.94,0.0,0.0
15088.0,2011-11-18,21,1140.27,19.0045,3,457,53,0.7627118644067796,0,14,1,570.135,387.8551405486332,-548.5100000000001
15089.0,2011-11-29,10,2420.84,16.69544827586207,6,1359,139,0.8055555555555556,2,14,1,605.21,719.9555980753257,-453.03599999999994
15090.0,2011-02-04,308,381.32,16.57913043478261,1,208,23,0.0,4,14,1,381.32,0.0,0.0
15091.0,2011-10-17,53,476.96,15.385806451612902,2,343,30,0.43333333333333335,0,12,1,476.96,0.0,0.0
15092.0,2011-05-08,215,457.81,17.608076923076922,2,135,23,2.72,1,12,1,228.90500000000003,133.2966993214761,-188.51000000000002
15093.0,2011-11-21,18,4410.14,39.376250000000006,9,3733,52,3.1621621621621623,4,13,1,630.0200000000001,372.00982997764993,-27.625000000000007
15095.0,2011-08-28,103,1364.7,27.851020408163265,5,1077,30,2.0625,4,14,1,341.175,321.61366487345236,-103.99399999999999
15096.0,2011-10-28,42,219.39,19.94454545454545,1,120,11,0.0,4,10,1,219.39000000000001,0.0,0.0
15097.0,2011-12-05,4,248.08,9.9232,1,170,25,0.0,0,14,1,248.08,0.0,0.0
15099.0,2011-09-16,84,410.48,17.84695652173913,1,343,23,0.0,4,13,1,410.48,0.0,0.0
15100.0,2011-01-13,330,635.1,105.85,6,58,1,8.2,2,9,1,317.55,247.77021612776625,-350.4
15101.0,2011-12-01,8,310.03,34.44777777777777,3,239,8,43.75,3,10,1,103.34333333333332,111.37880693082205,56.485
15103.0,2011-11-08,31,703.36,20.096,2,329,35,1.6176470588235294,1,14,1,351.68,84.8528137423857,120.0
15104.0,2011-06-26,166,968.64,14.038260869565216,3,633,66,1.6764705882352942,4,12,1,322.88,325.0060510205925,-199.76999999999998
15105.0,2011-11-21,18,2298.93,22.76168316831683,7,1211,90,1.15,0,11,1,574.7325,50.53143666735258,4.261000000000001
15106.0,2011-11-22,17,1407.73,13.80127450980392,7,1144,90,2.4653465346534653,3,8,1,281.546,113.73288829533875,-68.735
15107.0,2011-02-01,311,260.0,14.444444444444445,8,162,12,3.411764705882353,1,15,1,86.66666666666667,42.993206827745865,-42.62500000000001
15108.0,2011-07-21,141,1150.75,19.84051724137931,4,488,49,1.4912280701754386,3,10,0,383.5833333333333,230.74117715165906,230.7
15109.0,2011-04-13,240,463.75,14.959677419354838,2,127,28,0.13333333333333333,4,9,1,463.75,0.0,0.0
15110.0,2011-11-16,23,973.2,24.953846153846158,7,241,17,7.684210526315789,2,9,1,194.64000000000001,128.37271127463188,58.155
15111.0,2011-11-10,29,1567.48,18.660476190476192,3,710,70,4.120481927710843,1,8,1,522.4933333333333,370.19845506610824,20.590000000000003
15113.0,2011-11-30,9,3339.12,34.42391752577319,4,2319,76,0.4479166666666667,6,15,1,1669.56,668.6967408324942,-945.6800000000001
15114.0,2011-11-09,30,2760.56,14.012994923857867,10,3096,136,1.3622448979591837,2,15,1,345.07,249.58532471739142,57.48095238095239
15115.0,2011-11-21,18,340.11,16.195714285714285,1,157,21,0.0,0,14,1,340.11,0.0,0.0
15116.0,2011-11-22,17,1352.75,30.06111111111111,4,648,37,4.25,3,12,1,338.1875,143.25256562565758,-88.84899999999999
15117.0,2011-11-25,14,1550.13,19.376625,6,1947,63,2.5063291139240507,3,15,1,387.5325,94.94207826353916,27.007000000000012
15118.0,2011-07-28,134,244.8,244.8,1,1440,1,,3,14,1,244.8,0.0,0.0
15119.0,2011-04-08,245,266.4,19.02857142857143,1,88,14,0.0,4,9,1,266.4,0.0,0.0
15120.0,2011-08-02,129,343.82,15.628181818181815,2,292,21,0.19047619047619047,4,9,1,171.91,264.3306569431552,-373.82
15121.0,2011-10-20,50,457.72,16.34714285714286,2,199,28,8.814814814814815,3,12,1,228.85999999999999,93.74821704971247,-132.57999999999998
15122.0,2011-09-15,85,1612.13,18.530229885057476,6,788,65,2.441860465116279,2,16,1,403.0325,299.7978989669541,-98.44699999999999
15123.0,2011-12-02,7,2199.31,20.74820754716981,2,1195,93,1.8857142857142857,1,13,1,1099.655,42.6880363802318,60.36999999999989
15124.0,2011-11-17,22,184.19,12.279333333333334,2,233,14,12.071428571428571,2,9,1,92.095,1.9021172413918113,2.6899999999999977
15127.0,2011-10-05,65,406.53,25.408125,1,251,16,0.0,2,10,1,406.53000000000003,0.0,0.0
15128.0,2011-10-10,60,1423.25,12.938636363636364,7,1327,75,1.4403669724770642,4,12,1,355.8125,69.13305787875052,-50.14300000000001
15129.0,2011-10-20,50,3447.4,41.04047619047619,11,1794,54,2.8433734939759034,1,13,1,492.4857142857143,180.01292378207583,53.851071428571416
15130.0,2011-06-23,169,330.11,15.005,1,197,22,0.0,3,10,1,330.11,0.0,0.0
15132.0,2011-11-21,18,977.93,18.80634615384616,5,679,49,4.764705882352941,4,11,1,195.586,136.47313427924195,-63.843999999999994
15133.0,2011-08-04,127,982.42,33.87655172413793,3,680,27,6.178571428571429,3,10,1,327.47333333333336,4.960255369770129,-4.340000000000003
15134.0,2011-11-25,14,1387.99,19.01356164383561,8,887,44,3.0833333333333335,2,12,1,198.28428571428572,78.59292267906886,29.51642857142857
15135.0,2011-04-20,233,127.15,12.715,2,41,9,0.5555555555555556,3,19,1,127.15,0.0,0.0
15136.0,2011-12-07,2,1282.45,18.586231884057973,5,775,61,1.3529411764705883,6,16,1,427.48333333333335,161.75141678926133,-160.875
15139.0,2011-04-14,239,178.96,13.766153846153848,2,208,13,8.0,4,12,1,89.47999999999999,46.13164640461035,-65.24
15140.0,2011-10-18,52,2350.0,29.012345679012345,8,1567,74,2.6125,1,14,1,335.7142857142857,182.44356916200533,-7.863928571428575
15142.0,2011-10-24,46,498.74,19.18230769230769,1,365,26,0.0,0,12,1,498.74,0.0,0.0
15143.0,2011-04-28,225,259.45,18.53214285714285,1,150,14,0.0,3,12,1,259.45,0.0,0.0
15144.0,2011-12-01,8,6530.04,29.954311926605502,18,3026,132,1.3640552995391706,3,15,1,725.56,350.2048282077219,47.51733333333334
15145.0,2011-12-05,4,1194.73,17.83179104477612,4,756,54,3.6818181818181817,1,15,1,398.24333333333334,292.4554226430642,-282.835
15146.0,2011-06-28,164,1313.66,13.828,3,1459,90,1.3404255319148937,0,13,1,656.83,231.7754607373266,-327.78000000000003
15147.0,2011-05-05,218,608.65,20.98793103448276,2,363,28,0.75,2,15,1,304.325,451.38161377043264,-638.35
15148.0,2011-11-29,10,301.29,15.0645,1,187,20,0.0,1,8,1,301.29,0.0,0.0
15149.0,2011-07-29,133,520.8000000000001,22.643478260869568,1,128,23,0.0,4,10,1,520.8000000000001,0.0,0.0
15150.0,2011-11-22,17,5280.83,15.441023391812866,11,3617,282,0.7272727272727273,0,15,1,880.1383333333333,577.6595945508624,105.85457142857142
15152.0,2011-11-30,9,4684.24,16.84978417266187,16,2694,196,0.6137184115523465,6,15,1,780.7066666666666,379.08251838704814,81.73885714285714
15153.0,2011-11-08,31,329.25,14.965909090909092,1,198,22,0.0,1,17,1,329.25,0.0,0.0
15154.0,2011-09-26,74,224.73,2.9964,2,85,66,0.013513513513513514,6,16,1,224.73,0.0,0.0
15156.0,2011-12-08,1,961.49,17.481636363636365,3,597,51,0.5740740740740741,0,9,1,480.745,230.43902892088403,325.89000000000004
15157.0,2011-12-06,3,1879.84,14.24121212121212,5,2243,125,2.6946564885496183,3,13,1,469.96000000000004,444.4254793925899,-231.946
15158.0,2011-10-25,45,401.4,57.34285714285715,1,198,7,0.0,1,13,1,401.40000000000003,0.0,0.0
15160.0,2010-12-17,357,158.16,39.54,1,84,4,0.0,4,14,1,158.16,0.0,0.0
15163.0,2011-11-21,18,304.47,10.49896551724138,2,186,29,6.178571428571429,0,13,1,152.235,3.9103004999616187,-5.530000000000001
15164.0,2011-10-02,68,824.58,8.164158415841584,3,351,79,2.69,6,12,1,274.86,162.04157090080312,146.455
15165.0,2010-12-01,373,487.75,18.064814814814813,1,160,27,0.0,2,14,1,487.75,0.0,0.0
15167.0,2011-01-23,320,158.8,4.071794871794872,1,65,39,0.0,6,12,1,158.8,0.0,0.0
15168.0,2011-11-14,25,106.56,21.312,1,52,5,0.0,0,11,1,106.56,0.0,0.0
15171.0,2011-01-19,324,1034.5,147.78571428571428,2,190,5,1.0,2,15,1,1034.5,0.0,0.0
15172.0,2011-12-01,8,1624.05,14.764090909090909,5,1611,106,2.073394495412844,4,11,1,324.81,81.74087900188007,24.081000000000007
15174.0,2011-01-21,322,135.75,12.340909090909092,1,145,11,0.0,4,9,1,135.75,0.0,0.0
15175.0,2011-09-29,71,224.14,9.745217391304347,1,454,23,0.0,3,11,1,224.14,0.0,0.0
15178.0,2011-03-24,260,40.5,13.5,1,30,3,0.0,3,15,1,40.5,0.0,0.0
15179.0,2011-11-21,18,2186.2,23.012631578947367,7,1907,91,3.648936170212766,0,12,1,437.23999999999995,518.9359413260947,5.82399999999999
15180.0,2010-12-07,367,87.5,14.583333333333334,1,36,6,0.0,1,14,1,87.5,0.0,0.0
15181.0,2011-10-04,66,684.53,40.26647058823529,4,543,12,18.625,1,13,1,171.1325,136.4603027440581,61.32899999999999
15182.0,2011-07-08,154,622.85,21.477586206896557,2,253,24,4.071428571428571,2,12,1,311.425,83.51638192594314,-118.11000000000001
15184.0,2011-11-10,29,402.2,6.487096774193549,2,199,59,2.639344262295082,3,13,1,201.10000000000002,48.26710888379376,-68.26000000000002
15185.0,2011-09-30,70,310.62,14.791428571428572,1,666,21,0.0,4,14,1,310.62,0.0,0.0
15186.0,2011-11-25,14,411.41,21.653157894736843,2,215,17,8.555555555555555,4,14,1,205.705,33.31180046169826,-47.110000000000014
15187.0,2011-12-08,1,4655.08,50.59869565217391,17,1868,60,2.241758241758242,3,15,1,581.885,347.9056083397992,73.32333333333334
15192.0,2011-08-12,119,1044.32,20.47686274509804,3,918,36,4.9,2,15,1,348.1066666666666,64.99559549179725,-4.335000000000008
15193.0,2011-10-10,60,499.32,26.28,1,144,19,0.0,0,8,1,499.32,0.0,0.0
15194.0,2011-12-06,3,7521.17,23.071073619631903,22,5648,209,1.0984615384615384,1,10,1,752.117,439.7440644549206,9.868181818181812
15197.0,2011-12-01,8,656.44,18.23444444444445,5,453,30,9.914285714285715,1,10,1,131.288,367.5109319054332,-39.47800000000001
15198.0,2011-09-08,92,193.64,19.364,2,120,10,3.4444444444444446,3,14,1,96.82,15.301790744876884,-21.64
15199.0,2011-10-11,59,1268.7,97.5923076923077,4,396,5,20.583333333333332,1,10,1,317.175,24.28547233773039,-14.990000000000009
15201.0,2011-09-22,78,927.84,9.56536082474227,11,962,38,1.71875,3,14,1,231.96,130.0806706112275,-76.46000000000001
15203.0,2011-11-14,25,1827.8,12.871830985915492,6,1753,82,2.00709219858156,2,15,1,304.6333333333333,103.75779385986705,-10.072000000000001
15204.0,2010-12-17,357,316.58,35.175555555555555,1,258,9,0.0,4,13,1,316.58,0.0,0.0
15205.0,2011-09-15,85,653.24,17.655135135135136,2,378,37,1.1666666666666667,3,16,1,326.62,211.67948601600486,-299.35999999999996
15206.0,2011-11-29,10,420.3,46.7,4,162,3,33.125,1,11,1,105.07500000000002,90.96033476191698,64.59
15208.0,2011-12-08,1,867.62,20.177209302325583,6,314,25,8.357142857142858,2,14,1,173.524,70.83235757759303,19.298
15210.0,2011-04-28,225,331.18,16.559,1,228,20,0.0,3,16,1,331.18,0.0,0.0
15211.0,2011-10-10,60,894.4100000000001,17.20019230769231,2,240,52,5.96078431372549,0,13,1,447.20500000000004,90.70058682279846,128.27000000000004
15212.0,2011-04-14,239,88.94999999999999,12.707142857142856,2,33,5,0.16666666666666666,1,13,1,88.95,0.0,0.0
15213.0,2011-01-25,318,325.05,13.002,3,270,22,0.4583333333333333,4,11,1,325.05,0.0,0.0
15214.0,2011-12-08,1,1661.44,15.104,8,1254,109,2.18348623853211,0,9,1,276.9066666666667,182.50833599226823,-32.2137142857143
15215.0,2011-10-26,44,615.99,14.325348837209305,6,211,35,6.428571428571429,0,12,1,153.9975,202.85016561902697,147.079
15216.0,2011-09-13,87,96.6,48.3,1,28,2,0.0,1,11,1,96.6,0.0,0.0
15218.0,2011-11-29,10,5756.89,34.680060240963854,11,3329,77,1.8484848484848484,0,11,1,639.6544444444444,153.83756044210327,8.516833333333338
15219.0,2011-06-16,176,305.75,33.97222222222222,1,45,9,0.0,3,16,1,305.75,0.0,0.0
15220.0,2011-10-19,51,1758.92,14.780840336134457,7,1377,110,1.9067796610169492,4,12,1,293.15333333333336,142.58672500154657,32.02914285714286
15221.0,2010-12-08,366,114.1,10.372727272727271,2,25,9,0.3,6,12,1,114.1,0.0,0.0
15222.0,2011-01-25,318,585.0,117.0,1,440,5,0.0,1,8,1,585.0,0.0,0.0
15223.0,2011-04-28,225,454.9,14.215625,3,98,14,0.7419354838709677,0,12,1,454.90000000000003,0.0,0.0
15224.0,2010-12-16,358,310.48,19.405,3,150,13,0.26666666666666666,3,15,1,310.48,0.0,0.0
15225.0,2011-04-19,234,409.4,17.8,1,226,23,0.0,1,14,1,409.40000000000003,0.0,0.0
15226.0,2011-02-02,310,154.41,19.30125,1,71,8,0.0,2,11,1,154.41,0.0,0.0
15227.0,2011-11-03,36,1219.4,21.024137931034485,5,750,43,4.894736842105263,2,15,1,304.85,38.41070770848496,1.7959999999999865
15228.0,2011-10-04,66,3376.96,26.801269841269843,5,2252,110,1.808,1,12,1,844.24,348.4871319479865,138.57200000000003
15230.0,2011-04-14,239,429.6,18.678260869565214,2,351,23,0.045454545454545456,2,11,1,429.6,0.0,0.0
15232.0,2011-08-18,113,612.06,19.74387096774193,2,686,26,0.9,4,12,1,306.03,6.123544725075499,-8.660000000000025
15234.0,2011-03-08,276,197.0,14.071428571428571,1,196,14,0.0,1,8,1,197.0,0.0,0.0
15235.0,2011-05-06,217,2247.51,15.716853146853149,12,1324,132,1.0633802816901408,3,9,1,449.50200000000007,138.19603149150117,-60.614000000000004
15236.0,2011-02-14,298,321.05,21.40333333333333,1,269,15,0.0,0,10,1,321.05,0.0,0.0
15237.0,2011-12-08,1,1412.32,14.265858585858584,4,1071,94,2.2857142857142856,1,15,1,353.08000000000004,395.4310131995214,-248.56200000000007
15238.0,2011-11-10,29,1056.54,20.318076923076923,5,689,49,3.0,0,15,1,352.18,104.57373618648231,7.260000000000018
15239.0,2011-11-29,10,764.34,14.698846153846157,3,591,48,1.3333333333333333,3,9,1,254.78,245.36601374273496,-71.495
15240.0,2011-10-26,44,1685.57,20.308072289156627,7,1361,61,3.951219512195122,2,9,1,280.92833333333334,146.19603406613555,53.33971428571429
15241.0,2011-10-04,66,1738.59,15.662972972972971,9,1815,82,1.9363636363636363,1,15,1,248.37000000000003,190.02810783320103,-40.35928571428572
15243.0,2011-09-26,74,316.68,14.394545454545456,1,185,22,0.0,0,14,1,316.68,0.0,0.0
15244.0,2011-10-05,65,631.57,18.57558823529412,2,405,31,5.515151515151516,2,13,1,315.78499999999997,25.2366410205479,35.69
15245.0,2011-07-28,134,2515.84,28.267865168539327,3,1784,55,1.4318181818181819,2,13,1,838.6133333333333,386.18991044994084,-236.68
15246.0,2011-04-15,238,514.15,15.58030303030303,2,247,32,3.75,4,14,1,257.075,100.51522894566772,142.14999999999998
15247.0,2011-08-09,122,356.0,59.333333333333336,1,160,6,0.0,1,12,1,356.0,0.0,0.0
15249.0,2011-11-08,31,6657.36,18.595977653631284,15,3557,211,0.6162464985994398,2,11,1,832.1700000000001,436.63554151521583,-75.10595238095237
15252.0,2011-11-03,36,740.78,16.83590909090909,2,522,44,3.395348837209302,3,13,1,370.39,98.76867519613698,139.68
15253.0,2011-11-23,16,915.3,16.64181818181818,6,864,52,2.814814814814815,0,12,1,305.09999999999997,146.94280349850416,51.874999999999986
15254.0,2011-08-04,127,300.36,16.686666666666667,1,275,18,0.0,3,15,1,300.36,0.0,0.0
15255.0,2011-10-04,66,890.85,18.95425531914894,1,489,47,0.0,1,12,1,890.85,0.0,0.0
15256.0,2011-07-14,148,98.45,16.408333333333335,1,55,6,0.0,3,11,1,98.45,0.0,0.0
15257.0,2011-03-03,281,232.15,29.01875,2,45,7,0.2857142857142857,1,12,1,232.14999999999998,0.0,0.0
15258.0,2011-06-24,168,623.16,18.328235294117647,2,142,32,1.4545454545454546,4,12,1,311.58000000000004,5.769991334482265,-8.160000000000025
15260.0,2011-08-31,100,1780.77,22.830384615384617,8,861,62,3.4935064935064934,2,13,1,296.795,95.49754379040331,-22.59857142857143
15261.0,2011-07-27,135,254.82,13.41157894736842,1,270,19,0.0,2,15,1,254.82,0.0,0.0
15262.0,2011-01-20,323,178.95000000000002,17.895000000000003,1,73,10,0.0,3,12,1,178.95000000000002,0.0,0.0
15263.0,2011-08-25,106,156.51,13.0425,1,89,12,0.0,3,10,1,156.51,0.0,0.0
15264.0,2011-10-06,64,393.74,17.11913043478261,1,265,23,0.0,3,13,1,393.74,0.0,0.0
15265.0,2011-07-11,151,1506.12,18.36731707317073,2,612,76,1.037037037037037,0,12,1,753.06,57.72819761606977,81.63999999999999
15266.0,2011-01-05,338,119.3,19.883333333333333,1,18,6,0.0,2,13,1,119.3,0.0,0.0
15267.0,2011-11-17,22,1717.36,156.12363636363636,5,944,8,15.9,4,10,1,429.34,417.5514320416109,-291.04800000000006
15269.0,2011-11-16,23,408.8,204.4,1,26,2,0.0,2,9,1,408.8,0.0,0.0
