,customerid,date,Days_Since_Last_Purchase,total_spend,Average_Transaction_Value,Total_Transactions,Total_Products_Purchased,Unique_Products_Purchased,Average_Days_Between_Purchases,Favorite_Shopping_Day,Favorite_Shopping_Hour,is_uk,Monthly_Spending_Mean,Monthly_Spending_Std,Spending_Trend,cluster
2185,15503.0,2010-12-12,362,141.04,2.1369696969696967,1,70,66,0.0,6,10,1,141.04,0.0,0.0,2
2186,15504.0,2011-09-19,81,52.83,4.063846153846153,1,33,13,0.0,0,13,1,52.83,0.0,0.0,2
2187,15505.0,2011-10-18,52,3497.14,35.32464646464646,7,2348,90,1.030612244897959,4,7,1,874.2850000000001,223.66935559734895,-101.15000000000002,2
2188,15506.0,2011-11-17,22,972.08,6.03776397515528,3,842,121,0.725,3,12,1,324.02666666666664,129.94030334477955,128.04000000000002,2
2189,15507.0,2011-06-21,171,475.86,10.574666666666667,1,160,41,0.0,1,11,1,475.86,0.0,0.0,2
2190,15508.0,2011-06-03,189,1000.27,10.8725,6,440,78,0.4835164835164835,4,15,1,333.42333333333335,206.51723713369145,-73.655,2
2192,15511.0,2011-11-28,11,900.53,5.699556962025317,5,269,117,0.4585987261146497,3,15,1,300.1766666666667,95.94399216904274,95.915,2
2193,15512.0,2011-07-07,155,121.0,17.285714285714285,2,68,7,33.833333333333336,2,12,1,60.5,57.558491988584976,-81.4,2
2194,15514.0,2011-11-27,12,2907.45,14.758629441624365,13,1761,96,1.7755102040816326,4,12,1,726.8625,559.1796930251193,253.319,2
2195,15516.0,2011-10-26,44,62.43,4.162,3,27,15,0.0714285714285714,0,11,1,62.43,0.0,0.0,2
2196,15517.0,2011-04-20,233,267.03,9.89,1,293,27,0.0,2,14,1,267.03,0.0,0.0,2
2197,15518.0,2011-10-06,64,1897.75,8.826744186046511,12,1253,135,1.233644859813084,6,12,1,379.55,140.01939062144214,-70.151,2
2198,15520.0,2011-12-08,1,343.5,19.08333333333333,1,314,18,0.0,3,10,1,343.5,0.0,0.0,2
2199,15521.0,2011-11-03,36,2699.65,13.566080402010051,12,1675,116,1.085858585858586,2,12,1,385.66428571428565,309.7716239886595,-73.19892857142857,2
2200,15522.0,2011-11-07,32,397.99,7.106964285714286,2,572,47,0.9818181818181818,1,12,1,198.995,84.93059548831623,-120.11,2
2201,15523.0,2011-09-16,84,412.0100000000001,41.20100000000001,1,132,10,0.0,4,16,1,412.0100000000001,0.0,0.0,2
2203,15525.0,2011-12-07,2,716.97,4.566687898089172,4,383,132,2.371794871794872,2,14,1,238.99,43.06298062141078,-12.075,2
2204,15526.0,2011-11-06,33,148.44,37.11,2,24,4,0.0,6,15,1,148.44,0.0,0.0,2
2205,15527.0,2011-11-21,18,2411.68,14.705365853658536,9,988,127,2.03680981595092,0,12,1,344.52571428571434,219.022634511987,52.877857142857145,2
2206,15528.0,2011-03-30,254,229.33,8.820384615384615,1,123,26,0.0,2,16,1,229.33,0.0,0.0,2
2207,15529.0,2011-11-17,22,3932.6,5.931523378582202,12,3447,414,0.5090634441087614,1,11,1,436.9555555555555,211.31362024909276,14.852166666666673,2
2208,15530.0,2011-11-18,21,1497.31,13.993551401869158,4,938,90,2.1132075471698117,3,11,1,374.3275,157.5609178222823,-90.331,2
2209,15531.0,2011-12-01,8,1972.39,9.00634703196347,2,1085,196,0.1009174311926605,2,17,1,986.195,719.643784416985,-1017.73,2
2210,15532.0,2011-11-14,25,1490.98,5.80147859922179,6,500,204,1.29296875,6,13,1,372.745,72.2855912336615,-17.772000000000002,2
2211,15533.0,2011-11-20,19,746.92,8.685116279069767,5,256,73,0.8,6,15,1,373.46,180.84963035627143,-255.76000000000005,2
2212,15535.0,2011-06-19,173,426.4,5.685333333333333,7,121,55,2.5675675675675675,6,12,1,106.6,97.00425110959486,36.234,2
2213,15537.0,2011-06-29,163,110.92,4.621666666666667,1,29,24,0.0,2,13,1,110.92,0.0,0.0,2
2214,15539.0,2011-12-02,7,538.46,13.13317073170732,1,410,41,0.0,4,13,1,538.46,0.0,0.0,2
2215,15540.0,2011-11-28,11,213.3,14.22,1,200,15,0.0,0,13,1,213.3,0.0,0.0,2
2216,15541.0,2011-08-17,114,85.13000000000001,2.9355172413793107,1,49,29,0.0,2,14,1,85.13000000000001,0.0,0.0,2
2217,15543.0,2011-02-24,288,127.86,4.566428571428571,1,86,26,0.0,3,15,1,127.86,0.0,0.0,2
2218,15544.0,2011-12-01,8,3542.51,13.572835249042146,11,3105,122,1.3846153846153846,4,16,1,442.81375,274.20595231308994,-41.752738095238094,2
2219,15545.0,2011-10-16,54,288.97,3.612125,2,162,78,4.0,6,13,1,144.485,12.947125163525698,18.31000000000003,2
2220,15547.0,2011-12-02,7,4910.6,7.065611510791367,14,3999,441,0.5043227665706052,6,12,1,491.06000000000006,239.14345601658337,24.48860606060606,2
2221,15549.0,2011-09-23,77,1640.21,14.38780701754386,4,681,103,2.106194690265487,3,15,1,546.7366666666667,435.4272483817858,-417.485,2
2222,15550.0,2011-12-05,4,575.63,9.43655737704918,4,295,43,4.933333333333334,3,15,1,143.9075,7.139922385199077,2.6449999999999987,2
2223,15551.0,2011-11-03,36,436.06,15.036551724137931,1,218,29,0.0,3,12,1,436.06,0.0,0.0,2
2224,15552.0,2011-05-06,217,90.12,5.301176470588236,1,60,17,0.0,4,14,1,90.12,0.0,0.0,2
2225,15553.0,2011-10-10,60,428.93,7.798727272727273,1,449,51,0.0,0,14,1,428.93,0.0,0.0,2
2226,15554.0,2011-03-07,277,217.2,15.514285714285714,1,74,14,0.0,0,9,1,217.2,0.0,0.0,2
2227,15556.0,2011-11-15,24,279.77,9.024838709677418,1,236,31,0.0,1,16,1,279.77,0.0,0.0,2
2228,15557.0,2011-11-11,28,468.91,24.679473684210528,1,213,16,0.0,4,12,1,468.91,0.0,0.0,2
2229,15561.0,2011-11-28,11,722.74,23.3141935483871,5,256,27,6.733333333333333,0,11,1,180.685,185.35265567740504,-0.6259999999999877,2
2231,15563.0,2011-12-01,8,1310.69,11.497280701754386,5,1430,87,3.088495575221239,3,11,1,327.6725,260.7226258401829,-72.323,2
2232,15565.0,2011-10-20,50,173.16,21.645,2,60,8,2.857142857142857,3,10,1,86.58000000000001,3.139554108468269,-4.439999999999998,2
2233,15567.0,2011-11-21,18,186.01,26.572857142857146,1,223,7,0.0,0,10,1,186.01,0.0,0.0,2
2234,15568.0,2011-12-07,2,758.29,14.307358490566036,3,461,27,1.3269230769230769,2,11,1,252.7633333333333,73.88019039859962,53.72999999999999,2
2235,15569.0,2011-08-28,103,1375.71,44.37774193548388,5,666,27,7.566666666666666,6,10,1,458.57,156.8738145771945,100.55,2
2236,15570.0,2011-12-02,7,4093.27,12.556042944785275,13,2054,232,1.0953846153846154,3,14,1,511.65875,434.54031686821486,-39.05535714285715,2
2237,15571.0,2011-11-28,11,650.4300000000001,11.411052631578947,4,264,47,1.1607142857142858,6,11,1,325.21500000000003,173.75734934097034,245.73000000000005,2
2238,15572.0,2011-12-05,4,2533.42,11.95009433962264,7,1213,166,1.2843601895734598,0,10,1,506.684,231.68051877531695,-14.384000000000004,2
2239,15573.0,2011-11-08,31,583.24,6.0754166666666665,2,354,87,0.5578947368421052,3,12,1,291.62,159.05659936010198,-224.94,2
2240,15574.0,2011-06-15,177,675.64,4.445,4,332,131,1.2781456953642385,3,15,1,337.82,319.216285298855,-451.44,2
2241,15576.0,2011-11-02,37,921.37,21.427209302325583,1,394,43,0.0,2,12,1,921.37,0.0,0.0,2
2242,15577.0,2011-07-11,151,258.88,6.637948717948718,3,89,39,4.052631578947368,0,17,1,129.44,141.12437138921115,199.58,2
2243,15578.0,2011-06-30,162,127.1,9.776923076923076,1,52,13,0.0,3,13,1,127.1,0.0,0.0,2
2244,15579.0,2011-10-02,68,327.6,6.825,2,117,45,5.212765957446808,6,12,1,163.8,44.61843789287116,-63.1,2
2245,15581.0,2011-07-06,156,717.4300000000001,5.016993006993007,10,280,133,1.443661971830986,2,14,1,143.48600000000002,124.15270669622956,-58.48000000000001,2
2246,15582.0,2011-11-15,24,682.9100000000001,15.52068181818182,3,453,39,4.534883720930233,1,13,1,227.63666666666668,81.59058176856769,-81.105,2
2247,15584.0,2011-11-16,23,718.36,5.793225806451613,5,311,89,1.113821138211382,2,10,1,179.59,72.70639357488903,12.382,2
2248,15585.0,2011-06-16,176,455.3,14.687096774193549,1,320,31,0.0,3,8,1,455.3,0.0,0.0,2
2249,15587.0,2011-10-20,50,913.68,101.52,4,312,3,37.625,3,9,1,228.42,134.47642469964762,-46.584,2
2250,15589.0,2011-04-01,252,456.58,15.219333333333331,4,242,28,1.9655172413793105,1,9,1,152.19333333333333,160.29517969462876,-103.45,2
2251,15592.0,2011-10-24,46,388.58,16.190833333333334,1,354,24,0.0,0,8,1,388.58,0.0,0.0,2
2252,15593.0,2011-09-30,70,199.8,39.96,1,60,5,0.0,4,11,1,199.8,0.0,0.0,2
2253,15594.0,2011-11-24,15,1767.53,16.99548076923077,6,982,85,2.1067961165048543,0,10,1,589.1766666666667,562.3484573050176,0.8449999999999989,2
2254,15596.0,2011-08-31,100,1343.34,15.992142857142856,9,548,51,3.132530120481928,3,13,1,268.668,151.72001703796371,-86.765,2
2255,15597.0,2011-11-10,29,315.72,13.72695652173913,2,276,22,0.2272727272727272,4,13,1,315.72,0.0,0.0,2
2256,15598.0,2011-11-04,35,235.68,14.73,3,156,14,1.1333333333333333,0,16,1,117.84,170.18646009597828,-240.68,2
2257,15599.0,2011-11-13,26,761.74,14.648846153846154,2,718,50,3.4705882352941178,3,13,1,380.87,96.10995369887551,-135.91999999999996,2
2258,15601.0,2011-11-28,11,6745.36,16.293140096618355,17,4978,230,0.8547215496368039,4,10,1,674.536,454.7698567944987,-111.20109090909092,2
2259,15602.0,2011-12-01,8,1102.37,21.615098039215688,14,999,30,7.08,4,14,1,137.79625,131.114652220054,22.145833333333336,2
2260,15603.0,2011-09-22,78,48.48,24.24,1,96,2,0.0,3,10,1,48.48,0.0,0.0,2
2261,15604.0,2011-10-18,52,216.39,12.728823529411764,1,159,17,0.0,1,14,1,216.39,0.0,0.0,2
2262,15605.0,2011-11-03,36,1198.23,17.88402985074627,5,441,61,5.075757575757576,4,13,1,239.646,62.9729650723229,23.905,2
2263,15606.0,2011-10-13,57,2422.64,26.62241758241758,11,720,51,2.911111111111111,6,15,1,346.09142857142854,210.6037040216032,-66.42535714285714,2
2264,15607.0,2011-01-07,336,104.76,8.05846153846154,1,202,13,0.0,4,12,1,104.76,0.0,0.0,2
2265,15608.0,2011-11-11,28,1093.68,18.228,4,714,59,1.5423728813559323,0,13,1,364.56,289.7673218290841,-81.64,2
2266,15609.0,2011-06-10,182,270.03000000000003,15.001666666666669,2,145,16,0.0588235294117647,2,13,1,270.03000000000003,0.0,0.0,2
2267,15610.0,2011-10-19,51,112.46,18.743333333333336,1,66,6,0.0,2,10,1,112.46,0.0,0.0,2
2268,15611.0,2011-11-30,9,1547.39,35.985813953488375,13,496,22,7.619047619047619,2,10,1,221.0557142857143,89.54750207890463,15.00321428571429,2
2269,15612.0,2011-11-03,36,195.15,32.525,2,52,4,5.0,3,12,1,97.575,39.491913729268674,55.85,2
2270,15615.0,2011-11-29,10,10360.04,24.14927738927739,27,5493,185,0.794392523364486,1,10,1,941.8218181818182,492.7099262409513,68.18463636363637,2
2271,15618.0,2011-11-07,32,747.03,15.563125,5,427,38,2.191489361702128,0,8,1,249.01,98.3587738841838,67.49,2
2272,15619.0,2011-11-29,10,336.40000000000003,112.13333333333334,1,136,3,0.0,1,8,1,336.4,0.0,0.0,2
2273,15620.0,2011-10-20,50,1524.4,14.657692307692308,6,899,92,2.970873786407767,4,12,1,508.1333333333334,140.4980556211841,122.925,2
2274,15621.0,2011-12-05,4,1158.77,64.37611111111111,6,463,11,0.9411764705882352,0,13,1,579.385,546.7561764168742,-773.23,2
2275,15622.0,2011-12-06,3,3224.53,15.067897196261685,16,1552,169,1.2816901408450705,3,13,1,460.6471428571429,624.6466600330751,-174.5560714285714,2
2276,15623.0,2011-07-21,141,301.03,15.843684210526314,1,125,19,0.0,3,17,1,301.03000000000003,0.0,0.0,2
2277,15624.0,2011-08-15,116,588.13,17.297941176470587,4,357,26,4.181818181818182,0,15,1,147.0325,62.62407065178692,-26.627,2
2278,15625.0,2011-08-31,100,1504.56,22.125882352941176,8,1166,44,1.9701492537313432,0,14,1,501.52,239.55603248509524,-59.89500000000003,2
2279,15626.0,2011-09-26,74,675.8,13.791836734693875,2,766,49,5.291666666666667,0,10,1,337.9,79.22424376414082,112.04000000000002,2
2280,15628.0,2011-12-05,4,2865.64,18.25248407643312,10,1882,85,2.2884615384615383,2,12,1,358.20500000000004,160.366605715066,1.50547619047619,2
2281,15630.0,2011-10-25,45,1180.4,19.35081967213115,3,799,57,2.6333333333333333,1,15,1,590.2,281.8386208453341,398.58,2
2282,15632.0,2011-11-24,15,3147.31,17.78141242937853,10,2049,107,1.4488636363636365,3,11,1,449.6157142857143,138.23615154957866,-40.13892857142857,2
2283,15634.0,2011-11-22,17,243.55,16.236666666666668,1,99,15,0.0,1,16,1,243.55,0.0,0.0,2
2284,15636.0,2011-09-11,89,724.76,28.9904,2,284,20,8.0,6,11,1,362.38,78.74341115293394,111.36,2
2285,15637.0,2011-10-18,52,223.36,14.890666666666668,1,128,15,0.0,1,8,1,223.36,0.0,0.0,2
2286,15638.0,2011-02-11,301,-94.0,-47.0,1,-52,2,0.0,4,15,1,-94.0,0.0,0.0,2
2287,15639.0,2011-07-28,134,425.32,17.0128,1,323,25,0.0,3,14,1,425.32,0.0,0.0,2
2288,15641.0,2011-08-26,105,1887.2,15.858823529411763,4,1562,102,2.135593220338983,2,14,1,629.0666666666667,346.74262505976003,136.72500000000002,2
2289,15643.0,2011-06-13,179,647.4,17.983333333333334,6,242,31,2.914285714285714,2,14,1,323.70000000000005,18.950461735799504,-26.80000000000001,2
2290,15644.0,2011-06-26,166,803.54,3.4635344827586207,4,550,166,0.4025974025974026,6,14,1,401.77,30.29245450603172,-42.84000000000003,2
2291,15645.0,2011-11-21,18,611.59,11.991960784313726,1,255,49,0.0,0,11,1,611.59,0.0,0.0,2
2292,15646.0,2011-07-05,157,425.14,11.809444444444445,4,388,35,6.085714285714285,3,9,1,141.71333333333334,42.844492450411096,-41.1,2
2293,15648.0,2011-05-19,204,584.75,22.490384615384617,4,211,23,2.48,3,15,1,194.91666666666663,178.1583448321558,46.24999999999999,2
2294,15649.0,2011-01-07,336,816.0,408.0,2,192,1,31.0,1,10,1,408.0,144.2497833620557,-204.0,2
2295,15651.0,2011-11-03,36,646.3,20.196875,3,479,27,7.193548387096774,3,8,1,323.15,135.52408568221375,191.66000000000005,2
2296,15652.0,2011-09-09,91,337.74,16.082857142857144,1,208,21,0.0,4,14,1,337.74,0.0,0.0,2
2297,15653.0,2011-09-08,92,877.4399999999999,146.23999999999998,2,1200,4,4.6,1,9,1,438.72,552.5615230904158,781.44,2
2298,15654.0,2011-11-30,9,922.53,43.93,2,475,15,0.8,2,13,1,922.53,0.0,0.0,2
2299,15655.0,2011-04-20,233,511.32,13.81945945945946,2,319,34,0.2777777777777778,6,15,1,511.32,0.0,0.0,2
2300,15656.0,2011-10-25,45,748.5,15.925531914893616,4,343,46,5.173913043478261,1,13,1,187.125,87.85191688290017,1.8619999999999948,2
2302,15658.0,2011-06-02,190,958.9,17.123214285714287,8,232,40,3.272727272727273,3,10,1,159.81666666666666,188.9851757854744,-11.928571428571423,2
2303,15659.0,2011-10-27,43,306.45,27.85909090909091,1,111,11,0.0,3,9,1,306.45,0.0,0.0,2
2304,15660.0,2011-11-14,25,1552.01,16.510744680851065,12,1037,55,3.612903225806452,3,13,1,221.71571428571428,135.76614009110702,18.076071428571428,2
2305,15661.0,2011-01-26,317,309.8,61.96,2,236,4,5.25,2,13,1,309.8,0.0,0.0,2
2306,15663.0,2011-08-25,106,138.14,15.348888888888888,1,106,9,0.0,3,15,1,138.14,0.0,0.0,2
2307,15664.0,2011-10-20,50,358.63,18.875263157894736,2,141,19,17.11111111111111,3,10,1,179.315,292.9048419709036,414.23,2
2308,15665.0,2011-06-24,168,2222.21,19.323565217391305,2,1654,92,0.6491228070175439,6,15,1,1111.105,488.3491562908654,-690.6300000000001,2
2309,15667.0,2011-10-31,39,301.32,23.178461538461537,1,240,13,0.0,0,10,1,301.32000000000005,0.0,0.0,2
2311,15669.0,2011-10-30,40,677.69,19.36257142857143,5,339,31,6.5,3,17,1,169.4225,53.23373014358472,-33.849000000000004,2
2312,15670.0,2011-02-16,296,173.05,14.420833333333334,1,91,12,0.0,2,10,1,173.05,0.0,0.0,2
2313,15671.0,2011-11-21,18,2635.49,32.53691358024692,10,1681,52,3.1,0,9,1,527.0980000000001,177.33001612812205,35.05799999999999,2
2314,15673.0,2011-09-12,88,2726.23,19.755289855072466,4,1451,107,1.72992700729927,0,16,1,681.5575,251.7216116235023,-100.331,2
2315,15674.0,2011-09-27,73,1744.02,13.112932330827068,6,1075,87,1.356060606060606,1,15,1,436.005,453.2339662543693,248.292,2
2316,15675.0,2011-09-19,81,323.69,15.413809523809524,3,527,20,9.9,3,19,1,107.89666666666668,68.20326262968169,26.65000000000001,2
2317,15676.0,2011-11-30,9,3324.09,15.389305555555556,5,2231,191,1.2697674418604652,4,14,1,1108.03,1246.9084796808463,774.4449999999999,2
2318,15677.0,2011-10-21,49,657.23,19.916060606060608,1,319,33,0.0,4,15,1,657.23,0.0,0.0,2
2319,15678.0,2011-10-18,52,352.7,29.391666666666666,1,184,12,0.0,1,9,1,352.7,0.0,0.0,2
2320,15679.0,2011-11-15,24,781.28,7.102545454545455,4,1170,98,1.4403669724770642,2,16,1,260.4266666666667,230.7472906305366,171.39999999999998,2
2321,15680.0,2011-11-30,9,1333.68,17.09846153846154,3,952,61,4.6103896103896105,2,14,1,444.56,119.19245907355044,-83.45999999999998,2
2322,15681.0,2011-11-21,18,946.36,14.124776119402986,6,556,32,3.939393939393939,4,13,1,315.4533333333333,62.90531403095715,-51.26999999999999,2
2323,15683.0,2011-08-14,117,193.75,19.375,1,131,10,0.0,6,12,1,193.75,0.0,0.0,2
2324,15687.0,2011-12-01,8,2981.5,17.74702380952381,11,1308,119,1.88622754491018,2,13,1,425.9285714285714,155.22182336134006,-16.122857142857143,2
2325,15689.0,2011-08-12,119,254.1,28.23333333333333,2,84,8,30.125,0,9,1,127.05,33.30472939388638,47.1,2
2326,15690.0,2011-12-05,4,239.76,12.618947368421052,2,408,19,5.333333333333333,0,15,1,119.88,12.558216433873078,17.75999999999999,2
2327,15691.0,2011-04-01,252,136.8,68.4,1,72,2,0.0,4,15,1,136.8,0.0,0.0,2
2328,15692.0,2011-11-11,28,191.04,15.92,1,138,12,0.0,4,14,1,191.04,0.0,0.0,2
2329,15694.0,2011-12-09,0,6408.6,82.16153846153847,14,1664,41,4.753246753246753,3,9,1,640.86,393.5234875102402,69.0309090909091,2
2330,15695.0,2011-03-18,266,409.98,18.635454545454547,2,212,22,0.0,4,8,1,409.98,0.0,0.0,2
2331,15696.0,2011-11-06,33,2619.11,15.05235632183908,12,1009,140,1.6647398843930636,6,14,1,436.5183333333334,310.1630362513668,-14.303142857142848,2
2332,15699.0,2011-11-22,17,309.65,17.202777777777776,1,113,18,0.0,1,8,1,309.65,0.0,0.0,2
2333,15700.0,2011-06-20,172,664.03,7.461011235955055,3,328,85,0.0113636363636363,6,15,1,664.03,0.0,0.0,2
2334,15701.0,2011-12-07,2,1529.0,6.647826086956521,4,912,193,0.4672489082969432,6,12,1,382.25,325.9925032880357,-147.08599999999998,2
2335,15703.0,2011-03-20,264,211.5,42.3,1,66,5,0.0,6,10,1,211.5,0.0,0.0,2
2336,15704.0,2011-07-22,140,2293.62,19.603589743589744,4,1028,79,0.6379310344827587,6,12,1,764.54,186.14633840073247,-76.27499999999998,2
2337,15705.0,2011-05-22,201,143.1,23.85,1,62,6,0.0,6,15,1,143.1,0.0,0.0,2
2338,15706.0,2011-10-11,59,1001.81,16.979830508474578,7,305,50,0.9310344827586208,0,14,1,333.93666666666667,154.12575071458156,-144.35000000000002,2
2339,15707.0,2011-11-04,35,916.98,4.473073170731707,4,594,126,0.2401960784313725,3,14,1,305.66,153.69852406578278,66.88499999999999,2
2340,15708.0,2011-10-30,40,3200.73,11.350106382978725,11,1208,124,1.1530249110320283,6,11,1,533.455,132.21825225739448,44.54371428571429,2
2341,15709.0,2011-03-01,283,133.25,22.20833333333333,1,121,6,0.0,1,10,1,133.25,0.0,0.0,2
2342,15712.0,2011-11-30,9,1072.36,20.23320754716981,5,486,41,5.326923076923077,4,11,1,214.47200000000004,89.88688263589967,-24.59500000000001,2
2343,15713.0,2011-07-19,143,346.75,17.3375,3,149,18,11.68421052631579,1,13,1,173.375,17.21805012189245,24.350000000000023,2
2344,15714.0,2011-11-28,11,330.03000000000003,9.706764705882351,2,186,34,2.0,0,11,1,165.015,46.01143825180864,65.07,2
2345,15716.0,2011-07-17,145,1101.11,9.411196581196585,4,738,101,1.913793103448276,6,12,1,275.27750000000003,177.8508765558007,-81.42699999999999,2
2346,15717.0,2011-04-19,234,150.3,21.47142857142857,1,70,7,0.0,1,13,1,150.3,0.0,0.0,2
2347,15719.0,2011-11-07,32,5026.77,5.399323308270677,14,2716,298,0.321505376344086,3,12,1,456.9790909090909,124.62024550245,3.276545454545458,2
2348,15720.0,2011-11-15,24,598.73,4.677578125,1,281,128,0.0,1,14,1,598.73,0.0,0.0,2
2349,15721.0,2011-11-28,11,471.4,5.611904761904762,1,388,80,0.0,0,12,1,471.4,0.0,0.0,2
2350,15722.0,2011-11-04,35,2169.86,30.998,6,1018,47,3.6666666666666665,1,11,1,542.465,221.67975978875472,168.13799999999998,2
2351,15723.0,2010-12-10,364,190.7,5.018421052631578,1,73,37,0.0,4,11,1,190.7,0.0,0.0,2
2352,15724.0,2011-05-22,201,212.3,17.691666666666666,3,72,11,7.545454545454546,6,14,1,70.76666666666667,66.66378952124859,5.475000000000001,2
2353,15725.0,2011-11-24,15,415.25,12.9765625,1,221,32,0.0,3,14,1,415.25,0.0,0.0,2
2354,15727.0,2011-11-23,16,5159.06,17.139734219269105,7,3063,213,1.13,2,15,1,737.0085714285715,386.5199588821846,-88.92499999999998,2
2355,15728.0,2011-10-21,49,-134.8,-33.7,1,-34,4,0.0,4,14,1,-134.8,0.0,0.0,2
2356,15729.0,2011-05-25,198,62.0,10.333333333333334,2,24,5,2.8,2,12,1,62.0,0.0,0.0,2
2357,15730.0,2011-10-05,65,1108.38,15.18328767123288,4,683,68,1.930555555555556,1,12,1,369.46,75.9317779325626,-55.634999999999984,2
2358,15732.0,2011-05-11,212,294.12,21.00857142857143,2,215,13,12.23076923076923,2,14,1,147.06,12.671353518862942,17.920000000000016,2
2359,15733.0,2011-03-02,282,162.3,16.23,1,62,10,0.0,2,9,1,162.3,0.0,0.0,2
2360,15734.0,2011-08-17,114,1339.45,51.517307692307696,2,346,25,3.4,2,10,1,669.7250000000001,128.79950019312955,182.15,2
2361,15737.0,2011-11-25,14,1121.21,14.192531645569622,12,584,60,2.871794871794872,0,10,1,224.242,139.04728789156587,-70.69200000000001,2
2362,15738.0,2011-11-21,18,4788.77,27.208920454545456,19,2967,46,1.9657142857142855,0,12,1,399.0641666666667,158.27015979350182,-6.988426573426569,2
2363,15739.0,2011-10-04,66,449.12,56.14,1,472,8,0.0,1,13,1,449.12,0.0,0.0,2
2364,15740.0,2011-10-21,49,154.88,17.20888888888889,1,152,9,0.0,4,14,1,154.88,0.0,0.0,2
2365,15743.0,2011-11-23,16,775.96,9.022790697674418,4,214,59,1.9764705882352944,2,13,1,258.65333333333336,127.80563380905136,9.680000000000009,2
2366,15744.0,2011-09-23,77,34.8,11.6,1,120,3,0.0,4,9,1,34.8,0.0,0.0,2
2367,15745.0,2011-12-01,8,1071.24,16.480615384615383,6,412,57,3.515625,6,10,1,214.248,219.358646444584,-45.27600000000001,2
2368,15746.0,2011-07-28,134,182.96,6.308965517241379,2,130,28,0.0,3,15,1,182.96,0.0,0.0,2
2369,15747.0,2011-11-27,12,946.64,10.518222222222224,3,466,52,1.7865168539325842,6,12,1,315.5466666666666,93.72549617544486,89.30999999999999,2
2370,15748.0,2011-10-30,40,144.36,7.218000000000001,1,50,19,0.0,6,12,1,144.36,0.0,0.0,2
2371,15750.0,2011-12-07,2,2448.8,8.357679180887372,9,1776,214,1.2363013698630136,2,12,1,408.1333333333334,107.56306627586751,22.60000000000001,2
2372,15752.0,2011-10-31,39,2618.15,6.448645320197045,8,1955,236,0.8123456790123457,0,11,1,374.0214285714286,107.09909965830266,33.30964285714285,2
2374,15754.0,2011-10-20,50,455.67,15.712758620689655,4,197,24,6.928571428571429,1,10,1,151.89,59.91081121133313,30.225,2
2375,15755.0,2011-12-08,1,2318.88,15.562953020134229,8,1397,127,1.9594594594594597,0,15,1,386.48,312.9175288155012,-39.30228571428572,2
2376,15756.0,2011-10-09,61,528.01,2.764450261780105,4,241,160,0.9842105263157894,6,14,1,132.0025,24.295659934783966,12.873,2
2377,15757.0,2011-10-05,65,714.42,15.876,2,491,43,3.4545454545454546,2,12,1,357.21000000000004,135.55236995346112,191.7,2
2378,15758.0,2011-11-15,24,205.25,22.80555555555556,1,47,9,0.0,1,10,1,205.25,0.0,0.0,2
2379,15759.0,2011-05-05,218,253.04,36.14857142857143,3,60,5,23.166666666666668,3,15,1,84.34666666666668,14.922752203710068,-14.620000000000005,2
2380,15762.0,2011-10-05,65,583.75,15.777027027027026,2,251,37,0.3333333333333333,4,15,1,291.875,33.14209483421349,-46.870000000000005,2
2381,15763.0,2011-11-08,31,1048.67,16.645555555555557,3,268,58,0.7096774193548387,4,12,1,524.335,56.70289278334928,80.19000000000005,2
2382,15764.0,2011-09-19,81,3245.47,17.263138297872338,10,2036,150,1.032085561497326,2,15,1,811.3675000000001,675.9895894846803,-239.39300000000003,2
2383,15766.0,2011-10-06,64,315.06,28.64181818181818,1,170,11,0.0,3,17,1,315.06,0.0,0.0,2
2384,15768.0,2011-08-16,115,621.8299999999999,23.03074074074074,3,244,23,4.230769230769231,3,10,1,207.27666666666664,127.6826050538339,-105.83499999999997,2
2385,15773.0,2011-12-04,5,635.6800000000001,63.568000000000005,1,311,10,0.0,6,12,1,635.6800000000001,0.0,0.0,2
2386,15774.0,2011-10-02,68,270.8,10.832,1,87,25,0.0,6,12,1,270.8,0.0,0.0,2
2387,15775.0,2011-04-08,245,104.9,14.985714285714286,1,68,7,0.0,4,12,1,104.9,0.0,0.0,2
2388,15776.0,2011-07-29,133,241.62,13.423333333333334,1,138,18,0.0,4,13,1,241.62,0.0,0.0,2
2389,15777.0,2011-04-12,241,1021.61,46.43681818181818,5,375,18,5.619047619047619,1,16,1,340.5366666666667,46.82189694291909,-23.045000000000016,2
2390,15780.0,2011-06-09,183,475.28,16.38896551724138,3,220,26,6.178571428571429,0,9,1,158.42666666666668,78.2435903658142,-52.315,2
2391,15781.0,2011-11-14,25,333.56,15.883809523809523,4,178,20,13.95,0,14,1,111.18666666666668,25.7517578688006,25.405,2
2392,15782.0,2011-11-30,9,2593.94,58.95318181818182,4,863,34,1.813953488372093,6,14,1,864.6466666666666,670.5980842004644,-593.9699999999999,2
2393,15783.0,2011-11-29,10,246.3,17.592857142857145,1,212,14,0.0,1,9,1,246.3,0.0,0.0,2
2394,15785.0,2011-11-10,29,2303.75,26.479885057471265,8,1594,58,3.058139534883721,3,14,1,383.9583333333333,367.1294280450243,-21.65457142857143,2
2395,15787.0,2011-11-13,26,933.26,4.6663,3,534,156,0.1758793969849246,6,14,1,466.63,17.635243122792513,-24.94,2
2396,15789.0,2010-12-16,358,351.3,14.052,1,438,25,0.0,3,14,1,351.3,0.0,0.0,2
